Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Georgia,GEO,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.477428757,,,0.196302954,0.133415143,0.302373581,0.423467465,0.352272651,0.199498248,0.503014858,0.827662294,0.562731603,0.567595713,0.777205066,0.79457168,0.659121314,0.985783666,0.922564457,0.756593639,0.770026594,1.35568973,1.909762116,1.085785206,0.799334227,0.514894311,0.537695971,0.584179239,0.483901857,0.471896889,0.631146512,0.814814424,
Ghana,GHA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.863082219,2.335502286,3.477307714,4.959308154,4.82726183,5.517001832,5.754136537,7.40909377,6.376779909,6.588679353,8.702632011,6.948911635,8.522261829,6.990388637,5.704956729,4.290576892,4.848548003,5.714834035,5.88331251,5.659040435,6.847347404,6.387206341,7.578763584,9.589074888,13.65076489,12.82344484,13.79676885,12.48493261,12.01399564,7.825073806,13.69604307,12.65427125,13.31743113,15.54215439,12.43764069,11.6832294,7.608748769,8.842552944,9.201174074,10.82438885,10.13334343,16.29140411,16.0573304,11.06637564,12.67128602,10.67243147,9.386427594,10.66394121,10.09752054,10.29081621,9.470521215,
Gibraltar,GIB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,25.40125352,22.02233686,20.55897394,23.96604172,22.11384404,21.49616198,16.88770756,13.55176015,12.9995442,15.15836465,15.27937536,11.73034872,11.68370053,10.76589878,12.38468744,12.08234436,12.11145178,14.89639201,14.15987052,20.97428709,17.785692,16.29330515,15.22396548,15.58553331,15.29208035,18.19915311,16.61728799,14.15081494,14.93195431,14.1138586,18.10636448,18.94643337,12.33024561,4.626016165,4.125657623,
"Gambia, The",GMB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.303620717,1.887242975,2.055229596,2.752655796,2.380019064,2.766550826,2.558690189,3.838424031,3.274359732,2.498994915,2.73985934,2.667421529,3.99471902,2.800439997,3.107308575,1.854444139,3.80952758,3.458554032,3.352393681,3.511578022,4.354325011,2.109881637,2.312108146,2.153883157,2.372210614,3.036979907,2.697587623,2.609135735,2.546887258,2.001343543,2.2558455,2.489562406,3.547576283,6.122860657,2.54979498,2.613911014,2.729611757,3.040932377,3.184892886,3.297498467,3.030324075,4.466917622,5.776649294,5.723102003,5.240780429,5.558881778,6.561058129,6.493378459,2.56216992,2.812270768,2.818368476,
Guinea-Bissau,GNB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,6.391737428,6.043349047,6.467883657,10.38240014,11.12072372,13.55338662,12.74289522,22.06955096,22.1804517,23.60104867,32.43541924,20.13635625,25.91002989,18.1008006,19.41324817,14.39876191,24.03377595,17.72241767,20.86621793,16.56699169,18.08760891,17.3009835,19.78542499,15.97232646,19.0093555,26.06173991,24.17085897,22.87405395,31.59983765,19.26880179,11.85681154,11.02701519,12.57786619,17.82676717,14.1311491,13.27954471,13.36373112,16.72343629,15.98064891,17.19744802,14.93073249,13.24832759,17.09524264,16.77539518,18.6987839,19.87141771,18.70150461,15.98572145,9.216002789,9.931003838,10.5264163,
Equatorial Guinea,GNQ,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,14.60660442,3.11442977,3.627578048,4.588831416,4.595048413,5.335925521,4.424986064,6.538317132,,,18.07240698,26.97896813,33.36483208,25.8642946,19.60677885,17.06834348,19.51396386,19.94011487,16.40421133,20.48227478,20.96668378,17.02755251,20.163595,28.0718664,43.48431688,44.1014433,55.54560425,60.39751917,43.29494565,62.00105683,,,57.97764193,42.68974498,,59.58415793,56.14016853,49.77586237,47.69416096,29.84970106,37.98484876,41.48334567,39.70623681,34.78195147,29.07344267,18.00896168,16.04665436,22.96992744,30.48183253,27.18096837,23.35242084,
Greece,GRC,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.210334451,0.215820076,0.17322709,0.196722447,0.322978598,0.336492712,0.387246717,0.374671285,0.234297514,0.213486576,0.271179611,0.515234501,0.566654095,0.509912011,0.478157812,0.532198651,0.2396249,0.208482878,0.360863293,0.341534415,0.242344195,0.2401161,0.159261985,0.088305358,0.069283353,0.067505732,0.062985077,0.043172426,0.025482858,0.028396901,0.070253954,0.098954355,0.046357324,0.037540746,0.161312384,0.133111371,0.190199533,0.323467377,0.349084095,0.121488076,0.274748022,0.35975198,0.235858838,0.160158225,0.120029596,0.068753193,0.089243338,0.116327853,0.108056385,0.070965521,0.056956901,
Grenada,GRD,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greenland,GRL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0,0,0,9.572422633,46.90687929,10.06264556,7.32083922,3.105598572,2.505932498,6.016521817,4.864959395,2.120677774,2.233238912,0.946189403,4.541121358,2.686974319,0,0.162473685,22.38538744,24.52447955,7.249071588,0.638998303,1.16790498,0.623495419,0.606452795,0.479617507,0.31834088,0.861887025,0,0,0,0,0,0,0.224900454,0.335434256,0.809512759,0.672343417,0.844947976,0,0,0.114611409,0.353875743,0.019093587,0,0,0,0,0,0,,
Guatemala,GTM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.177773888,1.025076172,1.096210873,1.466348572,1.34731986,1.622336974,1.085307519,1.495729754,1.52901304,1.950760593,2.182122085,1.580169433,2.738790252,1.316429534,0.817918598,0.495331675,0.601630972,0.688732905,0.550299209,0.642708801,1.867087045,1.699654054,1.519963979,1.370907679,1.390716417,1.610636794,1.331954558,1.485886036,1.165382499,1.400096888,1.647688004,1.504519203,1.292272716,1.507672733,1.492900857,1.529075177,2.174375126,1.983465456,2.010441101,1.6359228,2.648843596,2.843362236,2.170255872,2.083646798,2.970493849,1.788112322,2.022450732,1.514881736,1.209392043,1.156575918,1.337368028,
Guam,GUM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Guyana,GUY,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,20.70802266,18.49554739,17.29873183,19.60709467,22.36547098,20.63385724,20.89239548,27.70208352,25.64702963,26.40708246,24.5578373,23.06176128,34.16387087,17.98469232,24.26085174,20.68032968,19.97411337,28.23976912,18.5224501,20.71234973,23.13653029,29.85704777,25.51308407,31.66385787,32.92973142,33.59016799,29.78711211,25.98605532,17.72299896,17.78305104,15.5078379,12.91353051,12.78512746,16.94822751,21.19928079,20.82610291,9.706352267,10.80751516,10.36355729,10.71583763,14.59220398,16.32058031,16.52635776,13.66871763,10.79658279,8.564432837,16.01863506,12.52465111,6.59938113,6.173627674,19.18612214,
High income,HIC,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.775768157,0.753952258,0.762378922,1.016957436,2.925826241,2.702559898,2.872310657,2.813113568,2.300636222,4.019412184,4.623338262,3.791813091,2.356122901,2.459809564,2.340311206,2.059271197,0.947562514,1.101697267,0.935826572,1.141011923,1.325013498,0.882978069,0.877735129,0.857631184,0.739233219,0.747799905,0.934520509,0.833278824,0.521570422,0.690206917,1.242768367,1.09232873,0.898833528,1.033332135,1.358101567,1.719269623,1.850334989,1.790803196,2.54352748,1.365418527,1.847103182,2.541371604,2.284262102,2.156924893,1.87514575,0.983243208,0.869843532,1.140971402,1.521325662,1.313192741,0.958536259,
"Hong Kong SAR, China",HKG,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.009505599,0.007136852,0.005283916,0.006722601,0.006478247,0.008601505,0.006903493,0.007404755,0.004900664,0.005514758,0.004889388,0.002899685,0.002750541,0.002813767,0.001595349,0.001525723,0.002074686,0.001639951,0.001373792,0.00119952,0.001079157,0.001050365,0.001266144,0.000844865,0.000869055,0.001362258,0.001474474,0.001166625,0.000971458,0.000528743,0.000500032,0.000584841,0.000659076,0.000976568,0.001020821,0.000586715,0.000664093,0.000901009,0.001461078,0.001390758,0.00143672,0.001681545,0.001327557,0.001142657,0.001569794,0.001127135,0.001216565,0.001337552,0.000657012,0.00056906,0.000701623,
Honduras,HND,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,4.443285367,4.187713202,5.058156757,8.010664759,8.302972159,7.061206445,4.936811693,5.908971836,3.259773842,3.531372097,3.803491988,2.991844491,5.631301618,2.839012779,2.279300646,1.590927462,0.6907245,0.684142194,2.739696775,2.458024594,3.210923332,2.707816581,2.191780769,1.834976704,2.270349038,2.452970078,1.968021501,2.343431183,1.856616662,1.687614002,1.387120463,1.454503674,1.385166688,1.230294119,1.18361589,1.188243818,1.949520405,1.670284568,1.211554386,1.170991768,2.379086993,1.712956422,1.635728843,1.643010996,2.276802741,1.579440144,2.029776071,1.743131272,1.077590734,0.926406175,1.2115706,
Heavily indebted poor countries (HIPC),HPC,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,7.373721328,5.372060541,5.357005613,8.343173427,8.907062939,6.105326876,5.98925358,6.937904184,6.060084991,7.347607415,8.039911294,6.922629577,8.328224456,7.06886042,6.99971609,6.314078872,5.98470494,6.234851301,6.862238778,7.826476692,7.970034515,5.966117306,8.168864263,7.044082477,9.385937541,11.16537428,10.70619355,9.601152705,8.584199052,6.476289368,7.630021601,6.989258457,7.441640978,9.415908936,9.506460675,10.85656626,11.76278479,12.28903333,13.34291312,10.18501087,11.49609842,14.57241391,12.26882378,10.86076183,10.19741133,8.230527163,8.56411449,9.246528762,7.898649248,7.15263386,6.82130111,
Croatia,HRV,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.755913952,0.853680665,0.740997907,0.34450307,0.589872514,1.093227826,1.074068133,0.934759495,0.768970204,0.71629772,0.764553271,1.033678103,0.989027801,1.117581065,0.982411434,1.041339314,1.370043431,1.291380756,1.143656684,0.893464982,0.685797653,0.525637829,0.690234489,0.781194028,0.656718048,0.521395682,
Haiti,HTI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,4.940827939,4.35712722,3.380884436,3.373012944,3.958976746,3.267680842,2.939781622,3.530267731,3.436160555,3.154660566,2.485997867,2.452420059,3.482595089,1.109787664,0.651503626,0.427695919,0.408686931,0.514683499,0.412432388,0.426111933,0.75898065,0.754578925,1.167550247,1.250919369,1.188485652,1.225194626,0.942847808,0.993751373,0.778424834,0.619396171,0.349449569,0.383295015,0.396885022,0.518316848,0.415056575,0.347869052,0.474483985,0.403575653,0.399712732,0.337463726,0.665741356,0.526060369,0.492284008,0.541636819,0.698659762,0.574767534,0.790216838,0.657743898,0.439174146,0.443148732,0.569148665,
Hungary,HUN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.036761188,0.830004235,0.69924055,0.544863576,0.539843758,0.585535849,0.531439443,0.235289372,0.323407328,0.727425977,0.727600295,0.470658204,0.428087843,0.451979249,0.416363557,0.55318809,0.480910315,0.653060604,0.531125786,0.552844723,0.710493664,0.6455676,0.520682087,0.405278622,0.285769078,0.230193862,0.301770762,0.381686026,0.322778922,0.257878792,
IBRD only,IBD,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.506551767,2.554528244,2.792025519,3.825388987,9.17774644,8.731910436,9.329978465,9.119916564,8.573540445,12.20471688,13.32355805,9.972463081,8.676351944,9.163294602,8.462758476,8.296497501,4.679286146,5.975075223,5.665691408,7.509207852,8.408440741,5.006344821,4.924040107,4.51085711,3.928900282,4.025023026,4.405929039,3.776274997,2.474449977,3.539749098,5.783659392,5.122852666,4.947295948,5.219173735,6.893535331,8.189018393,9.011798781,8.70854325,10.96080175,6.05650569,7.658527098,9.337718546,7.459092811,6.328926442,5.297388593,2.905078553,2.54509981,3.281410471,4.142922165,3.365104096,2.635428403,
IDA & IBRD total,IBT,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.753745113,2.644539898,2.886835396,4.074170074,9.509311241,8.752881994,9.34115554,9.317263649,8.629424058,12.6459203,13.16889959,9.14540266,8.050496196,8.65257503,8.235836548,8.068403422,4.682413435,5.971198427,5.70403623,7.599611037,8.530473725,5.205086809,5.21363295,4.780931522,4.218531549,4.362926664,4.731465166,4.053378999,2.70788774,3.705333958,5.99621378,5.270344321,5.092772473,5.43321101,7.045669804,8.36598873,9.148637999,8.826126749,11.04656201,6.201646116,7.792176357,9.590633087,7.673980604,6.517975907,5.490340943,3.083042514,2.729207789,3.485585789,4.283700932,3.505137468,2.770329247,
IDA total,IDA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,3.69000681,3.115162724,3.41152807,5.941237858,12.07523859,8.697479003,9.229924044,10.70522386,8.801668131,16.07904777,12.01819512,4.713848581,4.487964559,5.244566371,6.57856877,6.36070055,4.70625544,5.945815629,6.148916806,8.605230871,9.770621244,6.934374759,8.217230545,7.913121534,7.976107507,8.712759879,8.798476636,7.581950494,5.535901515,5.59902185,8.372352485,6.92913517,6.628601859,7.716780123,8.689068259,10.32160853,10.651948,10.19706329,12.01911063,7.830517226,9.384080678,13.11881336,10.7168754,9.111368187,8.045953377,5.304062443,4.997313494,6.140566862,6.19077212,5.397759787,4.528730286,
IDA blend,IDB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.467739578,1.601133885,1.904564387,4.185144339,17.30730501,12.80059062,12.06920294,14.10749259,11.89379782,25.03944129,17.1342473,3.899439566,2.82565844,4.703015734,7.676678145,8.174292894,4.788663593,7.800467905,6.877228248,11.94759036,13.63570277,9.229245011,10.37230914,10.7180938,9.455281639,9.65040364,10.53525339,8.940998423,5.105013334,6.597212407,11.63805224,9.231528803,8.003152117,8.758547258,10.99097602,13.38962539,13.32487787,12.33946185,14.6030478,8.899140866,11.29249742,14.20076355,12.36097728,9.874453404,8.2720909,4.500745107,3.939831734,5.973453495,7.713605568,6.569279441,4.791241434,
Indonesia,IDN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,3.573306748,3.96106578,5.961408384,10.59002578,19.95302023,16.97323431,17.19388394,17.75947246,15.21047793,33.49051,27.20455018,18.46223,10.17915446,13.21348835,12.84400613,11.96085606,7.895580831,10.82255994,8.681078537,10.68423954,12.27416958,7.477506375,7.030067579,5.617244666,4.986234479,5.514765292,5.890779146,5.354295653,8.110636913,6.949956896,9.80986319,8.124868946,6.455397046,6.339725963,8.367095469,9.741551003,9.309577154,9.923088309,11.30164553,6.700511711,7.070344489,8.523015693,6.118954411,5.515818137,4.757780803,3.112708306,2.612890308,3.097715967,4.355009512,3.37924053,2.762102377,
IDA only,IDX,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,5.348726684,4.101983278,4.541240204,7.037096859,7.325189269,5.300386212,5.959115235,7.063820111,5.841171514,6.894414364,7.018459834,6.134028862,7.235108372,5.943961094,5.393295441,4.47615487,4.639451344,4.55751532,5.584286659,6.232218067,7.05865139,5.449042323,6.562392177,6.051845419,6.977049957,8.062943277,7.634272521,6.698891932,5.800691391,4.972208055,6.244582074,5.448734921,5.7126561,7.014099364,7.040515633,8.028568813,8.476479256,8.499433071,10.02575004,7.069923357,7.980312395,12.11635864,9.047892661,8.341557714,7.818614361,6.088032657,5.924838903,6.271231471,4.93562162,4.418789842,4.267811213,
Isle of Man,IMN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
India,IND,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.68727487,0.850544256,0.833668669,0.96776181,1.380999011,2.984861019,2.916616217,3.946354839,3.365266806,3.259143883,2.918618538,3.90940731,4.108008258,3.478848136,3.369705572,3.507232817,2.428888449,2.174398363,2.046225867,2.896258389,3.373719041,3.003614871,2.753249682,2.426730902,2.036773016,2.533661237,2.478626729,2.218393602,1.790445853,1.796058023,2.37183391,2.360233798,2.215796534,2.139106991,3.048979324,3.569232986,3.963734287,4.456338077,7.103776498,3.407388971,4.451009487,5.337797022,4.031955719,3.63866686,2.80733345,1.777100987,1.732258953,1.964858493,2.247346135,1.99176249,1.864572878,
Not classified,INX,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.427790507,0.270979458,0.276375516,0.742886741,0.940680528,0.18524893,0.154778401,0.169555241,0.208879136,0.453845067,0.377369147,0.271576296,0.18436928,0.374547224,0.410979772,0.413799324,0.205398009,0.130037856,0.671132566,0.795784643,0.327669487,0.175577793,0.146268186,0.124857706,0.114633268,0.097421196,0.103927903,0.114654626,0.044660646,0.034703251,0.08510452,0.062697149,0.052445992,0.038943166,0.05800277,0.06728518,0.312882684,0.288233441,0.041995551,0.048952676,0.101908054,0.093114711,0.054802228,0.034436573,0.032391817,0.017805628,0.069562629,0.126508288,0.137252048,0.075304417,0.021991167,
"Iran, Islamic Rep.",IRN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,14.03098741,18.0761176,18.80402241,20.12828179,49.5558789,38.55522943,35.61173892,30.69485789,30.1007283,34.13039435,21.20228993,14.68142133,14.82363328,13.56454882,11.42710505,10.28753389,4.085385289,9.818622485,8.739919192,15.5608582,21.82535822,,,29.55653355,24.56858049,20.11321652,20.34700886,19.40005234,12.66372863,17.91039137,32.49221757,23.70276111,21.9960821,23.20700285,26.66089247,34.54149563,34.77258837,28.35290778,33.22188865,19.92425635,23.04873484,28.15502224,23.38990764,27.56959672,27.46649062,15.79968423,13.65649214,18.0830615,36.04264242,26.71372229,22.34221226,
Iraq,IRQ,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,18.37780508,22.56725623,22.56119998,31.04876583,64.70300414,61.53066891,55.02659789,51.57515273,47.795783,,56.80116087,27.75387178,19.93123785,21.10622831,21.60825376,23.96795375,14.5320334,20.57690205,19.94887277,28.714259,9.860528124,,,,66.58280301,22.6363998,36.09822152,32.51851277,37.9519451,37.59709399,49.57893932,50.39915494,47.68333224,54.18343005,65.89369551,66.65321304,64.79193578,53.52098932,55.35371124,38.4729773,42.46956268,50.30888645,49.04653052,44.75509823,45.91117581,36.46533651,31.90440107,37.99603007,44.54363235,39.47798479,32.41908899,
Iceland,ISL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038118,0.000359196,0.000365982,0.000347133,0.000299592,0.000252335,0.000217386,0.000196413,0.000108582,0.0001261,
Israel,ISR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003369953,0.00312046,0.00398899,0.002458905,0.003310034,0.001954843,0.001041731,0.001140035,0.000884075,0.023441293,0.047727533,0.099667966,0.130085392,0.40265891,0.316186984,0.168556952,0.307022117,0.293003357,0.308366948,0.284095246,0.231604167,0.157388201,0.138925999,0.17820299,0.10008934,0.106087172,
Italy,ITA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.064165337,0.0517497,0.054211591,0.078431987,0.136690068,0.136793533,0.149859897,0.131042982,0.121854198,0.200524223,0.206977286,0.159888801,0.088886368,0.156626575,0.164054645,0.164813805,0.096711164,0.074682451,0.080455783,0.092895482,0.090089362,0.054272506,0.046267017,0.063620528,0.057463559,0.059991145,0.068309596,0.066953515,0.027336808,0.038809805,0.101482373,0.111916226,0.098335399,0.089196751,0.082481,0.108253732,0.132745428,0.125807334,0.152242818,0.099060946,0.124375432,0.172008549,0.187831463,0.168481487,0.145633419,0.084246148,0.049936043,0.06999037,0.106904442,0.089880943,0.076595529,
Jamaica,JAM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,7.895861995,7.392334075,6.089343745,6.25016651,12.06367298,7.007235462,7.108769301,8.829710627,11.16714862,11.33344903,10.99291448,10.89359562,8.522154767,6.46891923,11.04074788,8.626504207,6.608378169,4.964428143,4.162614981,5.686623847,6.335396123,8.011204207,8.655719235,4.262818875,4.407479375,2.477314837,2.796424412,2.131221126,1.847886673,1.460155157,1.492129859,1.522379798,1.113176073,1.06911353,1.721884188,1.984805567,2.665880089,2.880533467,1.950769931,1.292928758,1.42633119,1.72517721,1.336959662,1.301738159,1.345155892,1.266001838,1.220406384,1.34824827,1.44835975,0.150631079,0.20582075,
Jordan,JOR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.028834097,0.037135462,0.031052064,0.034856259,4.404147272,4.30961931,1.172438659,3.03952238,0.082227367,0.13305937,0.788621222,1.114355635,0.649846899,0.438094864,0.095003804,0.275577875,0.042625048,0.057623236,0.048842788,0.087391325,0.145104743,0.113985539,0.06236797,0.061043169,0.064493817,0.079139204,0.09303027,0.096721267,0.097282318,0.065903223,0.095867339,0.10421812,0.079452574,0.093141341,0.091607839,0.100307796,0.455443846,0.763260207,5.658524047,3.865154775,1.662046488,3.324957039,2.915186614,1.287198967,1.201013683,1.400459331,1.123114427,0.869015588,0.786139545,0.033031955,0.032551059,
Japan,JPN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.226940702,0.201708039,0.161519298,0.218532029,0.266138086,0.250809032,0.253096928,0.196478858,0.146587455,0.224964882,0.159033709,0.118951176,0.147278029,0.104870648,0.074799643,0.084387184,0.049045035,0.035744943,0.03452126,0.039021558,0.035552777,0.02790823,0.023517489,0.021106207,0.016514959,0.015330433,0.01718858,0.015507786,0.013238514,0.010679333,0.011096253,0.010688255,0.010972852,0.011647631,0.011361668,0.014922631,0.018211849,0.021574618,0.02416608,0.019661217,0.019085164,0.020960586,0.019975646,0.02287471,0.025731296,0.027885364,0.023927991,0.037107097,0.033722402,0.091779463,0.097716434,
Kazakhstan,KAZ,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6690206,9.504865298,8.069182764,7.217672402,6.267326518,7.343402121,9.719820651,8.00082866,2.953641579,10.86812012,25.79938853,20.12470226,22.39936954,22.34933219,27.67664379,29.80495764,29.18164837,26.53735877,32.11833272,20.93532093,24.22046066,27.11726343,23.38963925,19.17639692,17.64893801,9.466128458,11.48666502,15.42101472,21.57314491,19.02569556,15.54006001,
Kenya,KEN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,3.263069232,2.537638517,2.358594356,3.377241695,3.307890462,4.182181258,3.693559641,5.030422483,4.644966755,4.054321866,4.142263059,3.86834519,5.759296203,4.184524791,3.909024638,3.24872576,4.120500083,3.905212605,3.915231385,4.189091102,4.963898607,5.198748487,5.377811359,6.771410783,6.337797721,7.286247497,5.490762576,4.732982183,4.534393483,3.268707204,3.313967549,3.141620668,3.739543911,5.085421396,4.123678129,4.0380771,2.950418509,3.633898494,3.638868734,3.245723735,2.656441074,2.914281387,2.881534557,2.630515601,2.619218146,2.702006808,2.651811242,2.315838095,1.264759001,1.237289806,1.224364507,
Kyrgyz Republic,KGZ,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.049020095,0.710339871,0.967966121,0.881181701,1.807972977,0.612542154,0.729018797,2.022715422,1.392484115,3.359459495,4.148286413,3.578430973,3.35443939,3.410451242,3.41948673,3.077605401,1.831177291,1.074533921,4.275933767,4.455560939,9.8872718,10.28139335,3.632618834,5.770694768,4.118210619,4.365331787,5.658059557,8.781580946,4.69625913,7.275909966,11.2128342,
Cambodia,KHM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,4.310581725,2.590169967,7.007504549,13.36159315,14.81926292,,,,,,,,,,,,,,,,,,,5.471296234,6.743921933,8.326751947,8.266182076,7.128153749,6.556082214,3.393557209,2.469043972,2.530915634,2.595476151,3.410502632,3.204116393,1.7198481,1.806869951,2.24551946,3.099840616,2.862780067,2.695956615,3.050561909,2.293983506,1.902926337,2.548770799,1.817686573,1.847957819,1.939517319,0.875612452,0.682368291,1.016475967,
Kiribati,KIR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.016822261,0.012118226,0.013322484,0.021674114,0.006907886,0.010614574,0.019593888,0.030471079,0.02171497,0.034300232,0.051670901,0.030595037,0.026852919,0.030119927,0.021085228,0.028229597,0.0457028,0.044745506,0.034759757,0.037236147,0.039813574,0.037986534,0.052208216,0.043704231,0.048233576,0.078915819,0.07062083,0.060794158,0.052523217,0.02724379,0.029584285,0.037597947,0.037743302,0.045014657,0.045176382,0.02648817,0.03380181,0.043302368,0.070983508,0.07314942,0.062338318,0.073192816,0.058389811,0.055213855,0.087994325,0.072924304,0.082690145,0.093406496,0.041038695,0.038353253,0.047114393,
St. Kitts and Nevis,KNA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Korea, Rep.",KOR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.168894151,0.159888796,0.154111111,0.401187876,0.491158795,0.785765738,0.571693446,0.484065913,0.310324453,0.266794705,0.449174964,0.624587514,0.629620595,0.311542025,0.206733606,0.253313975,0.144915368,0.06711287,0.117322165,0.10953385,0.069756024,0.037842574,0.02681507,0.017656078,0.018215076,0.028584857,0.022906578,0.020629412,0.036594542,0.02223439,0.019608581,0.028069045,0.022128107,0.025500726,0.020487041,0.019705957,0.020096265,0.024266466,0.042070741,0.036257209,0.032581271,0.033914308,0.046214568,0.027971143,0.024624591,0.018536236,0.0173061,0.022781429,0.020696088,0.100173166,0.103833222,
